,timestamp,feature,value,node
0,0,0,0.1463272264180286,0
1,1,0,0.09948940565307299,0
2,2,0,0.23654501488814364,0
3,3,0,0.0949853599418906,0
4,4,0,0.2933693012969709,0
5,5,0,0.005524967972836067,0
6,6,0,-0.092308014433688,0
7,7,0,0.22117214009572805,0
8,8,0,0.10014751751143457,0
9,9,0,0.11394937706656375,0
10,10,0,0.23741192585880777,0
11,11,0,-0.0622921714092968,0
12,12,0,0.03168884872944072,0
13,13,0,0.13051967113367,0
14,14,0,-0.01748692270515799,0
15,15,0,0.42159745895880607,0
16,16,0,-0.15663997117003264,0
17,17,0,0.20572179790556483,0
18,18,0,0.042794963931956476,0
19,19,0,0.2432099751177589,0
20,20,0,-0.4709126759956431,0
21,21,0,-0.1284652014387873,0
22,22,0,0.3547757920604735,0
23,23,0,-0.14394403132486452,0
24,24,0,-0.19465187981405055,0
25,25,0,0.02987705048641367,0
26,26,0,-0.10131043898408244,0
27,27,0,0.1659867625845144,0
28,28,0,0.023244291563322486,0
29,29,0,0.06262622798624373,0
30,30,0,-0.006348555816239339,0
31,31,0,-0.10325083172685277,0
32,32,0,-0.07678768004732822,0
33,33,0,0.10159842968532821,0
34,34,0,0.2688158968822558,0
35,35,0,0.02520550368920065,0
36,36,0,-0.22387037324668244,0
37,37,0,0.38464546585880177,0
38,38,0,0.025492194220663872,0
39,39,0,-0.11654387804545313,0
40,40,0,-0.05525692004368958,0
41,41,0,-0.05450278631159036,0
42,42,0,0.01161354123925968,0
43,43,0,-0.3952848958087111,0
44,44,0,0.3215000540884388,0
45,45,0,0.35080433420243823,0
46,46,0,0.2637410279679084,0
47,47,0,0.21159835516581385,0
48,48,0,0.09932893341184745,0
49,49,0,-0.12180610315670981,0
50,50,0,-0.30582089967293136,0
51,51,0,0.0712633171357446,0
52,52,0,0.00983552800733467,0
53,53,0,0.06213356652242836,0
54,54,0,-0.05878738788986884,0
55,55,0,-0.18171701365378382,0
56,56,0,-0.3122796652666868,0
57,57,0,0.15985318089684014,0
58,58,0,-0.001614543203428756,0
59,59,0,-0.08157567255018353,0
60,60,0,-0.010456670500206093,0
61,61,0,-0.09288877385973324,0
62,62,0,-0.26506257435869135,0
63,63,0,0.15053519676501503,0
64,64,0,-0.5406828200150964,0
65,65,0,0.15382271377595025,0
66,66,0,0.09269658505461463,0
67,67,0,0.14904107104802913,0
68,68,0,-0.29686291870239656,0
69,69,0,-0.026586444329309115,0
70,70,0,-0.29725574184279924,0
71,71,0,-0.01732731566628598,0
72,72,0,-0.13878522501813628,0
73,73,0,-0.13408485409049742,0
74,74,0,0.07037291086674115,0
75,75,0,-0.09883546877763777,0
76,76,0,0.19863994827485398,0
77,77,0,0.052559167849297386,0
78,78,0,-0.17560908388129917,0
79,79,0,-0.20920046752647242,0
80,80,0,-0.08984021811552469,0
81,81,0,-0.03633404097850342,0
82,82,0,0.3617648273893399,0
83,83,0,-0.3388424016449625,0
84,84,0,0.21801025215346417,0
85,85,0,0.204394686439977,0
86,86,0,-0.4015600133777716,0
87,87,0,0.03343300997959685,0
88,88,0,0.1307462951378976,0
89,89,0,0.1300320777483736,0
90,90,0,-0.1066610432421795,0
91,91,0,0.09469442410747825,0
92,92,0,0.011015430383398472,0
93,93,0,-0.3334457484686626,0
94,94,0,-0.1246512458332579,0
95,95,0,0.14207663219005928,0
96,96,0,-0.499379001194365,0
97,97,0,0.012874816790785865,0
98,98,0,0.3163835041794732,0
99,99,0,-0.41747713444849993,0
100,100,0,-0.5389499233054782,0
101,101,0,0.1265190897849987,0
102,102,0,0.0038315407212486663,0
103,103,0,-0.17685763197228554,0
104,104,0,-0.1957173465597687,0
105,105,0,-0.040850088544479066,0
106,106,0,-0.02161782361549712,0
107,107,0,-0.1255072619196332,0
108,108,0,-0.14411399480356835,0
109,109,0,-0.03376757638406619,0
110,110,0,0.05467827741878968,0
111,111,0,-0.05581435184032621,0
112,112,0,-0.24984108905747218,0
113,113,0,-0.18139070268821517,0
114,114,0,-0.1602523946147279,0
115,115,0,-0.01564344868390706,0
116,116,0,-0.26201076895952535,0
117,117,0,-0.134512855245624,0
118,118,0,-0.2787354535671287,0
119,119,0,-0.11829469155807425,0
120,120,0,0.08777262085777965,0
121,121,0,-0.22819343490309796,0
122,122,0,0.12364978122786406,0
123,123,0,-0.26696368435823903,0
124,124,0,0.14003506802396257,0
125,125,0,-0.22586182296398138,0
126,126,0,-0.12667624630019125,0
127,127,0,-0.03449259152827114,0
128,128,0,-0.2752156435380045,0
129,129,0,-0.17360258966972736,0
130,130,0,0.007218184091622712,0
131,131,0,-0.000477508087847231,0
132,132,0,-0.2696885533836308,0
133,133,0,0.040299167201389735,0
134,134,0,-0.3780496942810341,0
135,135,0,-0.29362265272699367,0
136,136,0,0.046953805030343604,0
137,137,0,0.13031869013227354,0
138,138,0,-0.561871531145355,0
139,139,0,-0.26507505189282293,0
140,140,0,0.04446325559593227,0
141,141,0,-0.44766938838355663,0
142,142,0,-0.1633202125309386,0
143,143,0,-0.013673991315637846,0
144,144,0,-0.04550024382933652,0
145,145,0,0.10091883216425197,0
146,146,0,-0.49022031150643963,0
147,147,0,-0.3352042218137944,0
148,148,0,0.15737620296821517,0
149,149,0,-0.2759701711540925,0
150,150,0,0.13592568739602773,0
151,151,0,-0.12528182473816013,0
152,152,0,-0.30692370392353674,0
153,153,0,0.027071084259772837,0
154,154,0,0.21407656617687412,0
155,155,0,0.026943377234158017,0
156,156,0,0.07717518291198924,0
157,157,0,0.19927639604053685,0
158,158,0,0.20382700395053327,0
159,159,0,-0.1968399453770922,0
160,160,0,-0.19225249131886452,0
161,161,0,0.09601657654792714,0
162,162,0,0.2083985946813584,0
163,163,0,-0.1651165160969931,0
164,164,0,-0.20717560856428663,0
165,165,0,0.6277381833372117,0
166,166,0,-0.29065262337777176,0
167,167,0,-0.30992982774138345,0
168,168,0,-0.14487252709735057,0
169,169,0,-0.02381262037379759,0
170,170,0,0.0252025252556992,0
171,171,0,0.14568227979460116,0
172,172,0,-0.06594282557540851,0
173,173,0,0.3712108472318762,0
174,174,0,-0.133263891357676,0
175,175,0,0.019037779936262697,0
176,176,0,-0.1450928511753527,0
177,177,0,-0.11966002695665846,0
178,178,0,-0.20335901614368485,0
179,179,0,-0.1722274999975756,0
180,180,0,-0.4029282737079711,0
181,181,0,-0.37138742621029186,0
